company;0.477083333333
holding page company;0.15
non-commercial;0.1375
holding page non-commercial;0.05625
error;0.05
pay-per-click;0.00416666666667
personal-family-blog;0.0291666666667
web-shop;0.0395833333333
portal/media;0.0291666666667
for sale;0.0145833333333
password protected;0.0104166666667
